Species,J #,Tag #,DBH,GPS 1 (N),GPS 2 (E),Error,Mon/Year
Bosquiea phoberos,J10869,1294,21.4,206561,62385,5,Jan-18
Funtumia,J10870,1297,14.1,206554,62382,4,Jan-18
Bosquiea phoberos,J10871,1298,20.7,206550,62381,4,Jan-18
Bosquiea phoberos,J10872,,10.5,206551,62380,4,Jan-18
Teclea nobilis,J10873,1698,15.6,206547,62384,4,Jan-18
Bosquiea phoberos,J10874,1299,12.1,206545,62385,5,Jan-18
Teclea nobilis,J10875,1300,11.9,206547,62385,5,Jan-18
Chaetacme aristata,J10876,38,11.6,206554,62391,4,Jan-18
Celtis durandii,J10877,37/414,42.6,206552,62391,5,Jan-18
Markhamia platycalyx,J10878,39,11,206546,62388,4,Jan-18
Celtis africana,J10879,45,27,206565,62393,4,Jan-18
Bosquiea phoberos,J10880,40,11.2,206547,62387,5,Jan-18
Diospyros abyssinica,J10881,42,4.83,206544,62390,4,Jan-18
Funtumia,J10882,41,14.9,206543,62388,4,Jan-18
Bosquiea phoberos,J10883,43,NA,206538,62395,5,Jan-18
Funtumia,J10884,,15.4,206547,62386,4,Jan-18
Funtumia,J10885,,39.9,206544,62384,6,Jan-18
Funtumia,J10886,,22.6,206542,62383,5,Jan-18
Funtumia,J10887,,20.5,206547,62387,5,Jan-18
Celtis africana,J10888,2484,22.4,206543,62387,5,Jan-18
Celtis durandii,J10889,,29,206539,62388,5,Jan-18
Teclea nobilis,J10890,,16.4,206536,62389,5,Jan-18
Uvariopsis congensis,J10891,44,17.8,206544,62392,6,Jan-18
Celtis durandii,J10892,,23,206544,62394,5,Jan-18
Funtumia,J10893,,30,206540,62396,5,Jan-18
Uvariopsis,J10894,,26.8,206545,62402,5,Jan-18
Celtis durandii,J10895,50,68.9,206545,62402,5,Jan-18
Teclea nobilis,J10896,2490/49,10.5,206543,62400,5,Jan-18
Funtumia,J10897,51/2487,39.8,206544,62396,6,Jan-18
Celtis durandii,J10898,55,20.4,206536,62404,5,Jan-18
Bosquiea phoberos,J10899,57,16.4,206533,62401,5,Jan-18
Funtumia,J10900,,27.9,206531,62400,4,Jan-18
Bosquiea phoberos,J10901,430,23.6,206530,62400,4,Jan-18
Leptonychia mildbraedii,J10902,,10.6,206521,62398,5,Jan-18
Leptonychia mildbraedii,J10903,62,12.7,206540,62404,4,Jan-18
Bosquiea phoberos,J10904,64,11.2,206526,62409,5,Jan-18
Markhamia platycalyx,J10905,63,30.3,206536,62409,6,Jan-18
Funtumia,J10906,58,38.4,206528,62405,6,Jan-18
Bosquiea phoberos,J10907,54,12,206543,62407,4,Jan-18
Funtumia,J10908,59,32.6,206534,62402,4,Jan-18
Teclea nobilis,J10909,60,12,206540,62411,5,Jan-18
Celtis durandii,J10910,65,45.4,206535,62406,5,Jan-18
Lovoa swynnertonii,J10911,,11.1,206534,62410,5,Jan-18
Aphania senegalensis,J10912,66,16.3,206538,62411,5,Jan-18
Markhamia platycalyx,J10913,,44,206535,62420,4,Jan-18
Erythrina abyssinica,J10914,,17,206536,62416,5,Jan-18
Bosquiea phoberos,J10915,,14.1,206535,62418,4,Jan-18
Bosquiea phoberos,J10916,,10.2,206543,62413,5,Jan-18
Celtis africana,J10917,,13.6,206545,62416,4,Jan-18
Celtis durandii,J10918,,30.1,206546,62416,4,Jan-18
Strombosia scheffleri,J10919,,14,206549,62415,4,Jan-18
Funtumia,J10920,32.2,32.2,206549,62415,4,Jan-18
Celtis durandii,J10921,,NA,206551,62417,6,Jan-18
Casearia runssorica,J10922,,26.5,206551,62426,5,Jan-18
Teclea nobilis,J10923,,13.1,206555,62425,5,Jan-18
Milletia dura,J10924,,11.6,206552,62421,5,Jan-18
Teclea nobilis,J10925,11.6,11.6,206553,62421,5,Jan-18
Teclea nobilis,J10926,,10,206549,62426,4,Jan-18
Celtis durandii,J10927,,29.4,206555,62410,5,Jan-18
Rauvolfia,J10928,,31,206554,62414,5,Jan-18
Teclea nobilis,J10929,,14.7,206555,62407,5,Jan-18
Bosquiea phoberos,J10930,,20.2,206555,62407,5,Jan-18
Teclea nobilis,J10931,,12.5,206563,62405,3,Jan-18
Beilschmiedia ugandensis,J10932,,11.4,206558,62404,3,Jan-18
Strombosia scheffleri,J10933,,13.4,206551,62413,6,Jan-18
Funtumia elastica,J10934,46,48.9,206555,62398,5,Jan-18
Celtis africana,J10935,,15.7,206554,62400,4,Jan-18
Pancovia turbinata,J10936,,13.5,206557,62407,4,Jan-18
Teclea nobilis,J10937,,13.1,206556,62405,4,Jan-18
Celtis durandii,J10938,,35.5,206559,62398,3,Jan-18
Teclea nobilis,J10939,,14.8,206559,62397,4,Jan-18
Funtumia,J10940,,72.2,206567,62398,6,Jan-18
Chaetacme aristata,J10941,,NA,206558,62406,4,Jan-18
Celtis africana,J10942,,13.5,206560,62403,4,Jan-18
Leptonychia mildbraedii,J10943,,11.5,206561,62403,4,Jan-18
Celtis durandii,J10944,,68.8,206565,62405,5,Jan-18
Leptonychia mildbraedii,J10945,,11.1,206567,62403,4,Jan-18
Chaetacme aristata,J10946,,10.5,206573,62412,4,Jan-18
Funtumia elastica,J10947,,47.6,206571,62421,3,Jan-18
Celtis durandii,J10948,,18.4,206572,62410,6,Jan-18
Bosquiea phoberos,J10949,,19,206553,62386,4,Jan-18
Teclea nobilis,J10950,,15,206553,62386,4,Jan-18
Celtis durandii,J10951,,30.8,206559,62394,5,Jan-18
Celtis durandii,J10952,,25,206568,62385,5,Jan-18
Bosquiea phoberos,J10953,,22,206568,62388,5,Jan-18
Bosquiea phoberos,J10954,,15.5,206564,62389,5,Jan-18
Funtumia,J10955,,53.2,206566,62390,5,Jan-18
Bosquiea phoberos,J10956,,26,206565,62388,6,Jan-18
Funtumia,J10957,,10,206564,62391,5,Jan-18
Leptonychia mildbraedii,J10958,,12.1,206562,62398,6,Jan-18
Teclea nobilis,J10959,,19.4,206569,62399,5,Jan-18
Diospyros abyssinica,J10960,,19,206569,62403,6,Jan-18
Markhamia platycalyx,J10961,,30.3,206575,62402,6,Jan-18
Chaetacme aristata,J10962,,10.9,206578,62400,6,Jan-18
Cordia abyssinica,J10963,,19.2,206577,62401,6,Jan-18
Teclea nobilis,J10964,,11,206575,62404,5,Jan-18
Aningeria altissima,J10965,,11.7,206583,62394,5,Jan-18
Diospyros abyssinica,J10966,,22,206578,62409,5,Jan-18
Bosquiea phoberos,J10967,,24,206576,62410,5,Jan-18
Uvariopsis congensis,J10968,,15.5,206574,62411,5,Jan-18
Chaetacme aristata,J10969,,12,206586,62405,6,Jan-18
Funtumia,J10970,,21.5,206575,62408,5,Jan-18
Funtumia,J10971,,32.9,206576,62410,5,Jan-18
Bosquiea phoberos,J10972,,NA,206576,62410,5,Jan-18
Leptonychia mildbraedii,J10973,,11,206587,62408,6,Jan-18
Markhamia platycalyx,J10974,,17.5,206582,62414,5,Jan-18
Blighia unijugata,J10975,,10.8,206583,62414,6,Jan-18
Funtumia,J10976,,17.5,206584,62411,5,Jan-18
Teclea nobilis,J10977,,16.7,206586,62410,4,Jan-18
Markhamia platycalyx,J10978,,20.5,206586,62415,4,Jan-18
Diospyros abyssinica,J10979,,30,206592,62409,6,Jan-18
Rauvolfia vomitoria,J10980,,12.5,206594,62414,6,Jan-18
Funtumia,J10981,,41,206590,62417,5,Jan-18
Diospyros abyssinica,J10982,,23.5,206581,62409,5,Jan-18
Markhamia platycalyx,J10983,,10.1,206584,62409,5,Jan-18
Funtumia elastica,J10984,,40.2,206585,62406,6,Jan-18
Teclea nobilis,J10985,,14.6,206586,62401,6,Jan-18
Uvariopsis congensis,J10986,,11.3,206584,62394,5,Jan-18
Funtumia,J10987,,34.4,206597,62402,5,Jan-18
Leptonychia mildbraedii,J10988,,12.3,206593,62403,5,Jan-18
Diospyros abyssinica,J10989,,13.1,206591,62404,4,Jan-18
Celtis durandii,J10990,,36.4,206594,62405,6,Jan-18
Leptonychia mildbraedii,J10991,7847,12,206602,62410,5,Jan-18
Cordia abyssinica,J10992,,32.7,206602,62414,5,Jan-18
Celtis durandii,J10993,,60.5,206602,62409,7,Jan-18
Funtumia,J10994,,10.4,206617,62412,6,Jan-18
Diospyros abyssinica,J10995,,12.8,206625,62410,6,Jan-18
Markhamia platycalyx,J10996,,14.1,206624,62420,7,Jan-18
Diospyros abyssinica,J10997,,24.4,206621,62419,7,Jan-18
Uvariopsis congensis,J10998,,10,206619,62420,7,Jan-18
Funtumia,J10999,,15.5,206623,62421,7,Jan-18
Strombosia scheffleri,J11000,,18.5,206610,62430,8,Jan-18
Premna angolensis,J11001,,48,206618,62418,7,Jan-18
Bosquiea phoberos,J11002,,13.6,206610,62419,7,Jan-18
Markhamia platycalyx,J11003,,24.3,206618,62424,5,Jan-18
Funtumia,J11004,,12.5,206617,62420,5,Jan-18
Uvariopsis congensis,J11005,,12,206610,62429,4,Jan-18
Diospyros abyssinica,J11006,,19.3,206613,62426,4,Jan-18
Markhamia platycalyx,J11007,,14.2,206616,62428,5,Jan-18
Teclea nobilis,J11008,,17.4,206617,62430,5,Jan-18
Funtumia,J11009,,38.2,206613,62430,5,Jan-18
Markhamia platycalyx,J11010,,16.8,206608,62428,5,Jan-18
Celtis durandii,J11011,,47.8,206608,62431,5,Jan-18
Teclea nobilis,J11012,,15,206604,62428,6,Jan-18
Bosquiea phoberos,J11013,,20.2,206605,62427,6,Jan-18
Teclea nobilis,J11014,,15.7,206606,62429,3,Jan-18
Strombosia scheffleri,J11015,,15.1,206609,62432,4,Jan-18
Teclea nobilis,J11016,,11.4,206600,62437,4,Jan-18
Bosquiea phoberos,J11017,,12,206600,62440,5,Jan-18
Markhamia platycalyx,J11018,,13.5,206601,62440,5,Jan-18
Teclea nobilis,J11019,,11.8,206604,62432,4,Jan-18
Bosquiea phoberos,J11020,,14.6,206599,62440,4,Jan-18
Funtumia,J11021,,31.8,206600,62434,5,Jan-18
Teclea nobilis,J11022,,17.2,206603,62435,4,Jan-18
Diospyros abyssinica,J11023,,29.2,206500,62436,4,Jan-18
Celtis durandii,J11024,A8887,26.6,206601,62430,4,Jan-18
Teclea nobilis,J11025,,17.4,206597,62429,5,Jan-18
Celtis durandii,J11026,,44,206606,62426,5,Jan-18
Teclea nobilis,J11027,,13.7,206594,62424,4,Jan-18
Celtis durandii,J11028,,25,206595,62419,5,Jan-18
Markhamia platycalyx,J11029,,103,206596,62422,5,Jan-18
Diospyros abyssinica,J11030,5286,39,206600,62425,4,Jan-18
Celtis durandii,J11031,,25.9,206627,62428,4,Jan-18
Leptonychia mildbraedii,J11032,,10.3,206599,62436,6,Jan-18
Funtumia,J11033,,19.7,206597,62431,5,Jan-18
Bosquiea phoberos,J11034,,11,206591,62436,5,Jan-18
Teclea nobilis,J11035,,15.1,206590,62436,5,Jan-18
Funtumia,J11036,,48.2,206592,62433,5,Jan-18
Bosquiea phoberos,J11037,,26.6,206598,62429,6,Jan-18
Rauvolfia vomitoria,J11038,,11.2,206581,62420,5,Jan-18
Funtumia,J11039,,26.1,206587,62418,4,Jan-18
Markhamia platycalyx,J11040,,11.9,206583,62427,6,Jan-18
Teclea nobilis,J11041,,10.1,206581,62422,4,Jan-18
Diospyros abyssinica,J11042,,34.6,206579,62422,5,Jan-18
Teclea nobilis,J11043,,11,206578,62419,5,Jan-18
Markhamia platycalyx,J11044,,10.3,206574,62423,4,Jan-18
Teclea nobilis,J11045,,10.1,206572,62423,4,Jan-18
Funtumia,J11046,,32.2,206571,62417,4,Jan-18
Markhamia platycalyx,J11047,415,49.7,206563,62412,3,Jan-18
Markhamia platycalyx,J11048,,NA,206568,62423,4,Jan-18
Leptonychia mildbraedii,J11049,1699,13.6,206567,62424,4,Jan-18
Diospyros abyssinica,J11050,,24,206566,62428,4,Jan-18
Bosquiea phoberos,J11051,,13.7,206565,62431,5,Jan-18
Teclea nobilis,J11052,,10,206569,62429,4,Jan-18
Uvariopsis congensis,J11053,,15.4,206571,62429,5,Jan-18
Celtis durandii,J11054,1670,40.5,206574,62420,5,Jan-18
Teclea nobilis,J11055,,22.6,206573,62432,5,Jan-18
Markhamia platycalyx,J11056,,75,206571,62436,5,Jan-18
Markhamia platycalyx,J11057,,29.1,206482,62424,6,Jan-18
Funtumia,J11058,,35.6,206578,62433,5,Jan-18
Uvariopsis congensis,J11059,,14.4,206577,62431,5,Jan-18
Funtumia,J11060,,33.3,206586,62423,5,Jan-18
Bosquiea phoberos,J11061,,20,206584,62422,5,Jan-18
Funtumia,J11062,,45.9,206580,62426,5,Jan-18
Teclea nobilis,J11063,,22.4,206581,62432,5,Jan-18
Bosquiea phoberos,J11064,,11.5,206580,62432,5,Jan-18
Bosquiea phoberos,J11065,,15.4,206581,62434,6,Jan-18
Aphania senegalensis,J11066,,33.7,206583,62438,5,Jan-18
Leptonychia mildbraedii,J11067,,10,206582,62437,5,Jan-18
Teclea nobilis,J11068,,12.9,206581,62441,4,Jan-18
Teclea nobilis,J11069,,13.6,206579,62441,4,Jan-18
Celtis durandii,J11070,,40.7,206581,62442,4,Jan-18
Celtis africana,J11071,,29,206581,62441,4,Jan-18
Funtumia,J11072,,24.3,206590,62440,3,Jan-18
Teclea nobilis,J11073,,10.5,206592,62444,3,Jan-18
Aphania senegalensis,J11074,,30,206588,62443,4,Jan-18
Markhamia platycalyx,J11075,,NA,206587,62447,5,Jan-18
Bosquiea phoberos,J11076,,28,206595,62446,5,Jan-18
Diospyros abyssinica,J11077,,30.5,206597,62449,5,Jan-18
Strombosia scheffleri,J11078,,18,206587,62448,6,Jan-18
Markhamia platycalyx,J11079,,28.5,206580,62448,6,Jan-18
Uvariopsis congensis,J11080,,13.5,206577,62443,6,Jan-18
Teclea nobilis,J11081,,15.7,206575,62438,4,Jan-18
Chaetacme aristata,J11082,,19.8,206576,62438,4,Jan-18
Celtis africana,J11083,,12.3,206573,62436,4,Jan-18
Teclea nobilis,J11084,,14.8,206567,62432,4,Jan-18
Funtumia,J11085,,43.9,206561,62429,4,Jan-18
Markhamia platycalyx,J11086,,15.7,206565,62423,5,Jan-18
Leptonychia mildbraedii,J11087,,17.5,206557,62421,5,Jan-18
Bosquiea phoberos,J11088,,10.7,206555,62421,4,Jan-18
Beilschmiedia ugandensis,J11089,,11.3,206554,62429,5,Jan-18
Celtis africana,J11090,,18.6,206555,62431,4,Jan-18
Strombosia scheffleri,J11091,,63.2,206559,62429,6,Jan-18
Teclea nobilis,J11092,,NA,206555,62434,6,Jan-18
Ficus exasperata,J11093,841,NA,206555,62434,6,Jan-18
Celtis durandii,J11094,,46.5,206555,62438,4,Jan-18
Markhamia platycalyx,J11095,,17.7,206557,62438,5,Jan-18
Markhamia platycalyx,J11096,,24.2,206558,62438,4,Jan-18
Celtis durandii,J11097,,NA,206560,62437,3,Jan-18
Uvariopsis congensis,J11098,,11.1,206556,62449,4,Jan-18
Funtumia,J11099,,18.5,206563,62448,4,Jan-18
Celtis durandii,J11100,1675,29.8,206567,62440,4,Jan-18
Mimusops bagshaweii,J11101,,11.9,206565,62440,4,Jan-18
Olea welwitschii,J11102,,12.4,206564,62438,5,Jan-18
NA,J11103,,14.7,206571,62440,5,Jan-18
Funtumia,J11104,,42,206572,62439,4,Jan-18
Mimusops bagshaweii,J11105,,10,206571,62442,4,Jan-18
Celtis durandii,J11106,,23,206571,62441,4,Jan-18
Teclea nobilis,J11107,,10,206572,62448,6,Jan-18
Funtumia,J11108,,54,206568,62453,5,Jan-18
Beilschmiedia ugandensis,J11109,,10,206573,62455,5,Jan-18
Funtumia,J11110,,31.2,206575,62455,5,Jan-18
Teclea nobilis,J11111,,10.2,206569,62458,4,Jan-18
Rothmannia,J11112,,12.2,206563,62459,4,Jan-18
Strombosia scheffleri,J11113,,23.5,206561,62459,4,Jan-18
Bosquiea phoberos,J11114,,29.8,206563,62461,4,Jan-18
Funtumia,J11115,,41.5,206576,62456,5,Jan-18
Funtumia,J11116,,20.8,206571,62451,5,Jan-18
Uvariopsis congensis,J11117,,11.5,206573,62450,5,Jan-18
Teclea nobilis,J11118,,13.5,206574,62445,5,Jan-18
Uvariopsis congensis,J11119,,14.5,206575,62446,5,Jan-18
Teclea nobilis,J11120,,13.9,206585,62448,5,Jan-18
Rauvolfia vomitoria,J11121,,25.6,206582,62448,6,Jan-18
Funtumia,J11122,,30.5,206582,62452,6,Jan-18
Diospyros abyssinica,J11123,,29.5,206581,62456,6,Jan-18
Strombosia scheffleri,J11124,,24.2,206578,62456,6,Jan-18
Celtis africana,J11125,,21.7,206575,62464,6,Jan-18
Aphania senegalensis,J11126,,11,206586,62459,5,Jan-18
Celtis durandii,J11127,,37.4,206576,62459,5,Jan-18
Diospyros abyssinica,J11128,,16,206578,62460,5,Jan-18
Markhamia platycalyx,J11129,,31,206587,62462,4,Jan-18
Funtumia elastica,J11130,,41.2,206589,62463,4,Jan-18
Uvariopsis congensis,J11131,,11,206589,62465,4,Jan-18
Milletia dura,J11132,,10,206589,62467,4,Jan-18
Teclea nobilis,J11133,,11.2,206593,62461,5,Jan-18
Diospyros abyssinica,J11134,,33,206594,62459,4,Jan-18
Funtumia,J11135,,33.5,206592,62458,4,Jan-18
Teclea nobilis,J11136,,NA,206590,62454,5,Jan-18
Bosquiea phoberos,J11137,,NA,206590,62454,5,Jan-18
Funtumia,J11138,,50.5,206579,62448,6,Jan-18
Teclea nobilis,J11139,,33.9,206589,62457,4,Jan-18
Bosquiea phoberos,J11140,,11.3,206600,62454,4,Jan-18
Diospyros abyssinica,J11141,,58,206594,62460,4,Jan-18
Beilschmiedia ugandensis,J11142,,15.5,206591,62458,7,Jan-18
Bosquiea phoberos,J11143,,21,206592,62469,5,Jan-18
Uvariopsis congensis,J11144,,15.7,206595,62470,4,Jan-18
Cassipourea ruwensorensis,J11145,,11,206601,62461,4,Jan-18
Funtumia,J11146,,26,206603,62464,4,Jan-18
Teclea nobilis,J11147,,12.5,206604,62465,4,Jan-18
Leptonychia mildbraedii,J11148,,12.3,206604,62468,4,Jan-18
Beilschmiedia ugandensis,J11149,,11.4,206602,62467,4,Jan-18
Celtis durandii,J11150,,12.2,206597,62473,5,Jan-18
Celtis durandii,J11151,,20.5,206595,62471,4,Jan-18
Celtis durandii,J11152,,20.7,206602,62466,5,Jan-18
Myrianthus arboreus,J11153,,21.4,206608,62471,5,Jan-18
Beilschmiedia ugandensis,J11154,,14.9,206600,62476,4,Jan-18
Bosquiea phoberos,J11155,,13.5,206597,62475,4,Jan-18
Diospyros abyssinica,J11156,,38.5,206597,62474,4,Jan-18
Leptonychia mildbraedii,J11157,,12.9,206598,62474,5,Jan-18
Bosquiea phoberos,J11158,,13.2,206596,62479,5,Jan-18
Bosquiea phoberos,J11159,,11.5,206600,62478,4,Jan-18
Beilschmiedia ugandensis,J11160,,10.3,206597,62477,4,Jan-18
Leptonychia mildbraedii,J11161,,14,206592,62481,5,Jan-18
Celtis durandii,J11162,,58.7,206594,62479,6,Jan-18
Celtis durandii,J11163,,51.5,206593,62480,6,Jan-18
Bosquiea phoberos,J11164,,13,206598,62482,5,Jan-18
Bosquiea phoberos,J11165,,11.5,206596,62481,5,Jan-18
Myrianthus arboreus,J11166,,11.9,206599,62482,5,Jan-18
Antiaris toxicaria,J11167,,10.5,206597,62486,5,Jan-18
Funtumia,J11168,,28,206604,62477,6,Jan-18
Strombosia scheffleri,J11169,,16.5,206599,62478,5,Jan-18
Funtumia,J11170,,66,206599,62477,5,Jan-18
Leptonychia mildbraedii,J11171,,13.3,206604,62489,6,Jan-18
Rauvolfia vomitoria,J11172,,36.7,206602,62489,6,Jan-18
Funtumia,J11173,,50,206604,62489,5,Jan-18
Milletia dura,J11174,,10,206612,62480,3,Jan-18
Leptonychia mildbraedii,J11175,,15.4,206611,62486,5,Jan-18
Bosquiea phoberos,J11176,,14.2,206614,62475,4,Jan-18
Leptonychia mildbraedii,J11177,,13.9,206619,62472,4,Jan-18
Strombosia scheffleri,J11178,5127,55.8,206617,62476,4,Jan-18
Funtumia,J11179,,39.3,206618,62480,3,Jan-18
Leptonychia mildbraedii,J11180,,10,206616,62478,6,Jan-18
Pancovia turbinata,J11181,,11.1,206620,62483,4,Jan-18
Diospyros abyssinica,J11182,,14.4,206624,62483,4,Jan-18
Markhamia platycalyx,J11183,,84.5,206621,62490,4,Jan-18
Leptonychia mildbraedii,J11184,,12.8,206622,62492,4,Jan-18
Teclea nobilis,J11185,,10.9,206622,62490,4,Jan-18
Funtumia elastica,J11186,,24,206620,62498,6,Jan-18
Funtumia,J11187,,28.9,206623,62494,6,Jan-18
Bosquiea phoberos,J11188,,21.4,206630,62493,5,Jan-18
Teclea nobilis,J11189,,19.4,206633,62497,6,Jan-18
Funtumia,J11190,,59.8,206635,62496,6,Jan-18
Diospyros abyssinica,J11191,,27.2,206634,62495,7,Jan-18
Teclea nobilis,J11192,,15.1,206629,62496,6,Jan-18
Funtumia,J11193,,28.4,206623,62494,6,Jan-18
Aphania senegalensis,J11194,,26.4,206623,62495,6,Jan-18
Celtis durandii,J11195,,49.6,206624,62497,7,Jan-18
Teclea nobilis,J11196,,19.7,206619,62499,6,Jan-18
Chaetacme aristata,J11197,,17.7,206618,62503,4,Jan-18
Funtumia,J11198,,13.2,206616,62504,4,Jan-18
Celtis africana,J11199,,13.3,206613,62504,5,Jan-18
Celtis durandii,J11200,A8637,NA,206611,62503,5,Jan-18
Celtis durandii,J11201,,45.4,206607,62498,4,Jan-18
Myrianthus arboreus,J11202,,15.3,206607,62495,4,Jan-18
Funtumia,J11203,,35.5,206611,62495,5,Jan-18
Funtumia elastica,J11204,,36.6,206607,62496,4,Jan-18
Funtumia,J11205,,49.5,206605,62498,4,Jan-18
Markhamia platycalyx,J11206,,44.1,206600,62511,4,Jan-18
Cassipourea ruwensorensis,J11207,,11.6,206601,62511,4,Jan-18
Pancovia turbinata,J11208,,10.9,206604,62506,4,Jan-18
Bosquiea phoberos,J11209,,15.3,206605,62510,5,Jan-18
Funtumia,J11210,,29.3,206603,62513,5,Jan-18
Funtumia,J11211,,29,206607,62512,6,Jan-18
Lovoa swynnertonii,J11212,,12.5,206609,62514,6,Jan-18
Strombosia scheffleri,J11213,,16.7,206610,62512,6,Jan-18
Aningeria altissima,J11214,,10.5,206608,62515,6,Jan-18
Bosquiea phoberos,J11215,,19.4,206601,62521,6,Jan-18
Casearia runssorica,J11216,,21.3,206596,62523,6,Jan-18
Markhamia platycalyx,J11217,,23.1,206596,62520,6,Jan-18
Teclea nobilis,J11218,,15.7,206605,62513,6,Jan-18
Markhamia platycalyx,J11219,,51.8,206603,62514,5,Jan-18
Funtumia,J11220,,34,206603,62507,5,Jan-18
Teclea nobilis,J11221,,10.9,206601,62517,6,Jan-18
Celtis durandii,J11222,,70.5,206603,62518,6,Jan-18
Strombosia scheffleri,J11223,,30.2,206600,62520,5,Jan-18
Funtumia,J11224,,27.7,206599,62522,4,Jan-18
Uvariopsis congensis,J11225,,12.5,206597,62523,4,Jan-18
Strombosia scheffleri,J11226,,24.4,206593,62524,4,Jan-18
Celtis africana,J11227,,16.6,206592,62520,4,Jan-18
Markhamia platycalyx,J11228,,39.1,206594,62513,4,Jan-18
Antiaris toxicaria,J11229,,10.3,206597,62511,4,Jan-18
Celtis durandii,J11230,,60,206602,62511,4,Jan-18
Rauvolfia vomitoria,J11231,,18.2,206602,62505,4,Jan-18
Strombosia scheffleri,J11232,,14.4,206601,62503,3,Jan-18
Markhamia platycalyx,J11233,,81.4,206601,62500,3,Jan-18
Myrianthus arboreus,J11234,,13,206598,62501,4,Jan-18
Funtumia,J11235,,30.2,206596,62499,4,Jan-18
Antiaris toxicaria,J11236,,10,206599,62497,4,Jan-18
Milletia dura,J11237,,10.5,206595,62495,4,Jan-18
Diospyros abyssinica,J11238,,21,206593,62496,4,Jan-18
Funtumia,J11239,,42.2,206594,62494,4,Jan-18
Funtumia,J11240,,13,206586,62492,4,Jan-18
Markhamia platycalyx,J11241,,16.6,206585,62493,3,Jan-18
Myrianthus arboreus,J11242,,11.7,206587,62495,4,Jan-18
Strombosia scheffleri,J11243,,14.1,206586,62498,4,Jan-18
Funtumia,J11244,,49.5,206577,62505,4,Jan-18
Funtumia elastica,J11245,,41,206588,62497,5,Jan-18
Rauvolfia vomitoria,J11246,,25.8,206578,62512,3,Jan-18
Markhamia platycalyx,J11247,,50.8,206586,62503,6,Jan-18
Diospyros abyssinica,J11248,,16.6,206586,62498,5,Jan-18
Uvariopsis congensis,J11249,,12.9,206586,62497,5,Jan-18
Aningeria altissima,J11250,,12.8,206577,62496,4,Jan-18
Bosquiea phoberos,J11251,,26.5,206576,62490,5,Jan-18
Diospyros abyssinica,J11252,,42,206586,62494,3,Jan-18
Uvariopsis congensis,J11253,,NA,206581,62494,3,Jan-18
Beilschmiedia ugandensis,J11254,,11.3,206581,62495,3,Jan-18
Funtumia,J11255,,33.2,206581,62496,3,Jan-18
NA,J11256,,16.1,206583,62495,3,Jan-18
Beilschmiedia ugandensis,J11257,,13.2,206583,62490,5,Jan-18
Celtis durandii,J11258,,47,206584,62493,4,Jan-18
Funtumia,J11259,,22.2,206587,62491,4,Jan-18
Mimusops bagshaweii,J11260,,12,206589,62495,3,Jan-18
Leptonychia mildbraedii,J11261,,24.8,206586,62494,4,Jan-18
Celtis durandii,J11262,,11.5,206589,62488,4,Jan-18
Funtumia,J11263,,31.4,206589,62486,4,Jan-18
Funtumia,J11264,,24.7,206584,62492,4,Jan-18
Bosquiea phoberos,J11265,,25.4,206585,62490,3,Jan-18
Markhamia platycalyx,J11266,,47.6,206576,62485,3,Jan-18
Funtumia,J11267,,18,206578,62489,3,Jan-18
Aningeria altissima,J11268,,12.9,206575,62491,3,Jan-18
Bosquiea phoberos,J11269,,10.4,206574,62481,4,Jan-18
Strombosia scheffleri,J11270,,13,206570,62482,4,Jan-18
Funtumia,J11271,,12.2,206573,62480,4,Jan-18
Strombosia scheffleri,J11272,,22.7,206576,62478,4,Jan-18
Celtis durandii,J11273,,27,206576,62476,4,Jan-18
Funtumia,J11274,,24.8,206575,62477,4,Jan-18
Celtis durandii,J11275,,25.1,206577,62476,4,Jan-18
Leptonychia mildbraedii,J11276,,32,206577,62479,4,Jan-18
Myrianthus arboreus,J11277,,13.4,206584,62483,5,Jan-18
Diospyros abyssinica,J11278,,15.6,206578,62482,4,Jan-18
Myrianthus arboreus,J11279,,13.6,206584,62464,5,Jan-18
Aphania senegalensis,J11280,,18.4,206581,62466,4,Jan-18
Diospyros abyssinica,J11281,,15.5,206571,62473,5,Jan-18
Celtis africana,J11282,,26.2,206570,62472,4,Jan-18
Funtumia,J11283,,12,206567,62473,5,Jan-18
Aphania senegalensis,J11284,,14.4,206565,62471,6,Jan-18
Strombosia scheffleri,J11285,,26.4,206568,62472,5,Jan-18
Ficus exasperata,J11286,493,181.7,206570,62475,6,Jan-18
Aphania senegalensis,J11287,,10,206575,62476,7,Jan-18
Pancovia turbinata,J11288,,12,206573,62480,7,Jan-18
Markhamia platycalyx,J11289,,58.3,206567,62488,5,Jan-18
Funtumia,J11290,,27.7,206567,62487,5,Jan-18
Celtis durandii,J11291,,10,206568,62481,6,Jan-18
Funtumia,J11292,,23.3,206571,62482,4,Jan-18
Rauvolfia vomitoria,J11293,,12.6,206568,62483,5,Jan-18
Strombosia scheffleri,J11294,,33,206569,62488,5,Jan-18
Teclea nobilis,J11295,,10.4,206579,62489,5,Jan-18
Strombosia scheffleri,J11296,,20.7,206576,62501,6,Jan-18
Celtis durandii,J11297,,40,206576,62503,5,Jan-18
Celtis africana,J11298,955,34.1,206565,62494,4,Jan-18
Uvariopsis congensis,J11299,,10,206563,62497,4,Jan-18
Strombosia scheffleri,J11300,,20.5,206565,62496,4,Jan-18
Uvariopsis congensis,J11301,,14.8,206567,62492,4,Jan-18
